epoch,K_mae,Phi_mae,Theta_mae,P_mae,T_mae,TPR_mae,FPR_mae,K_std,Phi_std,Theta_std,P_std,T_std
1,2.143753319978714,8.349072933197021,2.8536631911993027,7.515744119882584,9.871766716241837,93.61402988433838,1.4590034261345863,3.781351074576378,14.556949138641357,4.130086563527584,13.830272853374481,15.148340165615082
2,1.613655686378479,7.40412600338459,2.4633882008492947,6.362377852201462,8.656196296215057,95.57234644889832,1.1823547072708607,3.2315589487552643,13.492183238267899,3.680698871612549,11.650028079748154,13.922126591205597
3,1.4326000586152077,7.04083688557148,2.144573964178562,5.386213958263397,8.223170042037964,96.4590072631836,1.0446342639625072,2.9586579650640488,12.92204350233078,3.3845430985093117,9.170525521039963,13.419793546199799
4,1.293802261352539,6.650222763419151,1.9439668580889702,4.847818240523338,8.011062443256378,96.70454859733582,0.7873512804508209,2.837114967405796,12.600773870944977,3.133438378572464,7.890676707029343,13.1683349609375
5,1.2309952639043331,6.49150975048542,1.782074924558401,4.599837958812714,7.8599028289318085,96.97181582450867,0.6749365478754044,2.7639763429760933,12.387539595365524,2.943432703614235,7.465469092130661,13.005544245243073
6,1.2027466669678688,6.4464955776929855,1.6948801651597023,4.487635567784309,7.735193520784378,97.14826941490173,0.6049498915672302,2.720411866903305,12.2326098382473,2.83448975533247,7.342594861984253,12.87974864244461
7,1.1515162885189056,6.255875676870346,1.6112121753394604,4.382682591676712,7.635816186666489,97.57360816001892,0.7151962723582983,2.675478346645832,12.131717205047607,2.765949759632349,7.182472199201584,12.792590260505676
8,1.1382914148271084,6.192936971783638,1.5615403465926647,4.283006861805916,7.57739394903183,97.55616188049316,0.6600057240575552,2.644619159400463,12.038087993860245,2.683379128575325,7.094375789165497,12.724006175994873
9,1.0916701517999172,6.21913343667984,1.4979310892522335,4.217614233493805,7.522816210985184,97.70122170448303,0.7033380214124918,2.6133891195058823,11.962721943855286,2.580244168639183,6.985843181610107,12.66743689775467
10,1.0692169889807701,6.0775188356637955,1.4825816452503204,4.150142893195152,7.476894557476044,97.70221710205078,0.6766281556338072,2.58396677672863,11.897604614496231,2.5162444822490215,6.928865611553192,12.628711760044098
11,1.072200946509838,5.994823649525642,1.3918036222457886,4.154124855995178,7.42972195148468,97.82770872116089,0.7145379669964314,2.568410150706768,11.846095472574234,2.447396870702505,6.852477788925171,12.585045397281647
12,1.0304750874638557,5.94851128757,1.3566102739423513,4.026690870523453,7.39351287484169,97.68201112747192,0.6341650150716305,2.53932848572731,11.779114007949829,2.38559877499938,6.812303513288498,12.554745376110077
13,1.0252063162624836,5.916949063539505,1.3132168259471655,4.03679721057415,7.371045649051666,97.75472283363342,0.6567150820046663,2.5220224633812904,11.732604503631592,2.3428690060973167,6.744953989982605,12.522034347057343
14,0.999520905315876,5.8569104969501495,1.2813690304756165,3.9481226354837418,7.343409210443497,98.01434278488159,0.7624982856214046,2.502637542784214,11.684232205152512,2.3042007721960545,6.707097589969635,12.49304786324501
15,0.9842745028436184,5.909991413354874,1.2658239528536797,3.9205487817525864,7.317955791950226,97.83871173858643,0.6488008424639702,2.4874012917280197,11.64395347237587,2.2746837325394154,6.683041155338287,12.468056380748749
16,0.9928092360496521,5.810687988996506,1.3503209128975868,3.90278622508049,7.29355663061142,97.92348146438599,0.6747387815266848,2.4752408266067505,11.60635158419609,2.2701526433229446,6.627807766199112,12.445416301488876
17,0.9618050418794155,5.84023118019104,1.2416060362011194,3.8787081837654114,7.290717959403992,97.91862368583679,0.6526747718453407,2.4591879919171333,11.568564623594284,2.231418192386627,6.586495041847229,12.424919754266739
18,0.956509169191122,5.778037458658218,1.2733618821948767,3.8935843855142593,7.267218083143234,97.85649180412292,0.6115160882472992,2.4480869993567467,11.544279903173447,2.2137301973998547,6.575784087181091,12.404049932956696
19,0.9430749341845512,5.756584480404854,1.2031065300107002,3.8337688893079758,7.271862030029297,97.92272448539734,0.6163818296045065,2.4325288832187653,11.506627053022385,2.187066525220871,6.537260115146637,12.390650808811188
20,0.9423345327377319,5.6812117248773575,1.1945755127817392,3.805873915553093,7.26001039147377,98.09884428977966,0.6867168471217155,2.422000467777252,11.471443176269531,2.1625147573649883,6.521923840045929,12.3747318983078
21,0.9611278772354126,5.681498721241951,1.1631829384714365,3.7882063537836075,7.211615145206451,98.09245467185974,0.6721577607095242,2.419986017048359,11.443923711776733,2.145172767341137,6.507245451211929,12.353964149951935
22,0.9182159788906574,5.639841333031654,1.1841148976236582,3.796153888106346,7.199176400899887,98.04231524467468,0.6225067190825939,2.4002784863114357,11.423813849687576,2.1292017214000225,6.462684273719788,12.340330332517624
23,0.9252150543034077,5.9756579250097275,1.155335297808051,3.755171224474907,7.189961522817612,98.08704257011414,0.6378364283591509,2.3911984637379646,11.402981132268906,2.128593698143959,6.48905411362648,12.32622042298317
24,0.9087622165679932,5.592034310102463,1.1166358832269907,3.74692864716053,7.179181277751923,98.03398251533508,0.5990749225020409,2.3813070729374886,11.363696157932281,2.1011194959282875,6.431111693382263,12.313660234212875
25,0.8967464789748192,5.574246905744076,1.1079833284020424,3.755440190434456,7.167313992977142,98.15916419029236,0.6434911396354437,2.3689154535531998,11.340676099061966,2.0883711241185665,6.421316415071487,12.30110302567482
26,0.8928853087127209,5.608984529972076,1.1007386818528175,3.7250570952892303,7.162172347307205,98.12865853309631,0.6120762787759304,2.362079732120037,11.32227748632431,2.074125073850155,6.391695886850357,12.289982289075851
